case_id,variant,mode,draw,message,gold,candidates,expected,prompt,output_raw,output_norm,matched,in_list,correct,latency_ms,tokens
368,native_in_nearsyn,free,0,can I renew my fishing license online?,license_renewal,tax_filing|building_permit|license_renewal|permit_application,license_renewal,"Candidate intents:
tax_filing: the user asks about filing taxes
building_permit: the user wants construction permit
license_renewal: the user wants to renew license
permit_application: the user wants to apply for permit
User message: can I renew my fishing license online?

Answer with exactly one intent name from the list above.",license_renewal,license_renewal,True,True,True,2257.3,5
368,native_in_nearsyn,enum,0,can I renew my fishing license online?,license_renewal,tax_filing|building_permit|license_renewal|permit_application,license_renewal,"Candidate intents:
tax_filing: the user asks about filing taxes
building_permit: the user wants construction permit
license_renewal: the user wants to renew license
permit_application: the user wants to apply for permit
User message: can I renew my fishing license online?

Answer with exactly one intent name from the list above.",license_renewal,license_renewal,True,True,True,2314.8,7
368,native_out,free,0,can I renew my fishing license online?,license_renewal,voter_registration|agency_complaint|tax_filing|benefit_claim,,"Candidate intents:
voter_registration: the user wants to register to vote
agency_complaint: the user files agency complaint
tax_filing: the user asks about filing taxes
benefit_claim: the user wants government benefits
User message: can I renew my fishing license online?

Answer with exactly one intent name from the list above.",none_of_the_above,none_of_the_above,False,False,False,2268.7,5
368,custom_in,free,0,can I renew my fishing license online?,license_renewal,tax_return|permit_renew|govt_documents|govt_gripe,permit_renew,"Candidate intents:
tax_return: the user asks about filing taxes
permit_renew: the user wants to renew license
govt_documents: the user requests public records
govt_gripe: the user files agency complaint
User message: can I renew my fishing license online?

Answer with exactly one intent name from the list above.",permit_renew,permit_renew,True,True,True,2285.8,4
368,custom_in,enum,0,can I renew my fishing license online?,license_renewal,tax_return|permit_renew|govt_documents|govt_gripe,permit_renew,"Candidate intents:
tax_return: the user asks about filing taxes
permit_renew: the user wants to renew license
govt_documents: the user requests public records
govt_gripe: the user files agency complaint
User message: can I renew my fishing license online?

Answer with exactly one intent name from the list above.",permit_renew,permit_renew,True,True,True,2318.6,6
369,native_in_random,free,0,I want to apply for unemployment benefits,benefit_claim,benefit_claim|license_renewal|public_records|passport_renewal,benefit_claim,"Candidate intents:
benefit_claim: the user wants government benefits
license_renewal: the user wants to renew license
public_records: the user requests public records
passport_renewal: the user wants to renew passport
User message: I want to apply for unemployment benefits

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2307.3,4
369,native_in_random,enum,0,I want to apply for unemployment benefits,benefit_claim,benefit_claim|license_renewal|public_records|passport_renewal,benefit_claim,"Candidate intents:
benefit_claim: the user wants government benefits
license_renewal: the user wants to renew license
public_records: the user requests public records
passport_renewal: the user wants to renew passport
User message: I want to apply for unemployment benefits

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2338.4,6
369,native_in_random,free,1,I want to apply for unemployment benefits,benefit_claim,agency_complaint|tax_filing|benefit_claim|license_renewal,benefit_claim,"Candidate intents:
agency_complaint: the user files agency complaint
tax_filing: the user asks about filing taxes
benefit_claim: the user wants government benefits
license_renewal: the user wants to renew license
User message: I want to apply for unemployment benefits

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2302.4,4
369,native_in_random,enum,1,I want to apply for unemployment benefits,benefit_claim,agency_complaint|tax_filing|benefit_claim|license_renewal,benefit_claim,"Candidate intents:
agency_complaint: the user files agency complaint
tax_filing: the user asks about filing taxes
benefit_claim: the user wants government benefits
license_renewal: the user wants to renew license
User message: I want to apply for unemployment benefits

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2270.8,6
369,native_in_nearsyn,free,0,I want to apply for unemployment benefits,benefit_claim,court_filing|benefit_claim|agency_complaint|public_records,benefit_claim,"Candidate intents:
court_filing: the user needs to file court documents
benefit_claim: the user wants government benefits
agency_complaint: the user files agency complaint
public_records: the user requests public records
User message: I want to apply for unemployment benefits

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2260.0,4
369,native_in_nearsyn,enum,0,I want to apply for unemployment benefits,benefit_claim,court_filing|benefit_claim|agency_complaint|public_records,benefit_claim,"Candidate intents:
court_filing: the user needs to file court documents
benefit_claim: the user wants government benefits
agency_complaint: the user files agency complaint
public_records: the user requests public records
User message: I want to apply for unemployment benefits

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2269.0,6
369,native_out,free,0,I want to apply for unemployment benefits,benefit_claim,voter_registration|permit_application|building_permit|court_filing,,"Candidate intents:
voter_registration: the user wants to register to vote
permit_application: the user wants to apply for permit
building_permit: the user wants construction permit
court_filing: the user needs to file court documents
User message: I want to apply for unemployment benefits

Answer with exactly one intent name from the list above.",none_of_the_above,none_of_the_above,False,False,False,2267.8,5
369,custom_in,free,0,I want to apply for unemployment benefits,benefit_claim,ballot_signup|govt_benefit|permit_renew|construction_ok,govt_benefit,"Candidate intents:
ballot_signup: the user wants to register to vote
govt_benefit: the user wants government benefits
permit_renew: the user wants to renew license
construction_ok: the user wants construction permit
User message: I want to apply for unemployment benefits

Answer with exactly one intent name from the list above.",govt_benefit,govt_benefit,True,True,True,2266.9,5
369,custom_in,enum,0,I want to apply for unemployment benefits,benefit_claim,ballot_signup|govt_benefit|permit_renew|construction_ok,govt_benefit,"Candidate intents:
ballot_signup: the user wants to register to vote
govt_benefit: the user wants government benefits
permit_renew: the user wants to renew license
construction_ok: the user wants construction permit
User message: I want to apply for unemployment benefits

Answer with exactly one intent name from the list above.",govt_benefit,govt_benefit,True,True,True,2321.7,6
370,native_in_random,free,0,how do I check the status of my disability claim?,benefit_claim,license_renewal|benefit_claim|agency_complaint|permit_application,benefit_claim,"Candidate intents:
license_renewal: the user wants to renew license
benefit_claim: the user wants government benefits
agency_complaint: the user files agency complaint
permit_application: the user wants to apply for permit
User message: how do I check the status of my disability claim?

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2348.6,4
370,native_in_random,enum,0,how do I check the status of my disability claim?,benefit_claim,license_renewal|benefit_claim|agency_complaint|permit_application,benefit_claim,"Candidate intents:
license_renewal: the user wants to renew license
benefit_claim: the user wants government benefits
agency_complaint: the user files agency complaint
permit_application: the user wants to apply for permit
User message: how do I check the status of my disability claim?

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2383.0,6
370,native_in_random,free,1,how do I check the status of my disability claim?,benefit_claim,public_records|agency_complaint|benefit_claim|license_renewal,benefit_claim,"Candidate intents:
public_records: the user requests public records
agency_complaint: the user files agency complaint
benefit_claim: the user wants government benefits
license_renewal: the user wants to renew license
User message: how do I check the status of my disability claim?

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2245.3,4
370,native_in_random,enum,1,how do I check the status of my disability claim?,benefit_claim,public_records|agency_complaint|benefit_claim|license_renewal,benefit_claim,"Candidate intents:
public_records: the user requests public records
agency_complaint: the user files agency complaint
benefit_claim: the user wants government benefits
license_renewal: the user wants to renew license
User message: how do I check the status of my disability claim?

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2283.3,6
370,native_in_nearsyn,free,0,how do I check the status of my disability claim?,benefit_claim,voter_registration|public_records|benefit_claim|license_renewal,benefit_claim,"Candidate intents:
voter_registration: the user wants to register to vote
public_records: the user requests public records
benefit_claim: the user wants government benefits
license_renewal: the user wants to renew license
User message: how do I check the status of my disability claim?

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2252.7,4
370,native_in_nearsyn,enum,0,how do I check the status of my disability claim?,benefit_claim,voter_registration|public_records|benefit_claim|license_renewal,benefit_claim,"Candidate intents:
voter_registration: the user wants to register to vote
public_records: the user requests public records
benefit_claim: the user wants government benefits
license_renewal: the user wants to renew license
User message: how do I check the status of my disability claim?

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2283.2,6
370,native_out,free,0,how do I check the status of my disability claim?,benefit_claim,agency_complaint|court_filing|license_renewal|building_permit,,"Candidate intents:
agency_complaint: the user files agency complaint
court_filing: the user needs to file court documents
license_renewal: the user wants to renew license
building_permit: the user wants construction permit
User message: how do I check the status of my disability claim?

Answer with exactly one intent name from the list above.",none_of_the_above,none_of_the_above,False,False,False,2274.3,5
370,custom_in,free,0,how do I check the status of my disability claim?,benefit_claim,tax_return|travel_doc_renew|construction_ok|govt_benefit,govt_benefit,"Candidate intents:
tax_return: the user asks about filing taxes
travel_doc_renew: the user wants to renew passport
construction_ok: the user wants construction permit
govt_benefit: the user wants government benefits
User message: how do I check the status of my disability claim?

Answer with exactly one intent name from the list above.",govt_benefit,govt_benefit,True,True,True,2283.3,5
370,custom_in,enum,0,how do I check the status of my disability claim?,benefit_claim,tax_return|travel_doc_renew|construction_ok|govt_benefit,govt_benefit,"Candidate intents:
tax_return: the user asks about filing taxes
travel_doc_renew: the user wants to renew passport
construction_ok: the user wants construction permit
govt_benefit: the user wants government benefits
User message: how do I check the status of my disability claim?

Answer with exactly one intent name from the list above.",govt_benefit,govt_benefit,True,True,True,2335.6,6
371,native_in_random,free,0,I need to apply for SNAP benefits,benefit_claim,benefit_claim|license_renewal|passport_renewal|tax_filing,benefit_claim,"Candidate intents:
benefit_claim: the user wants government benefits
license_renewal: the user wants to renew license
passport_renewal: the user wants to renew passport
tax_filing: the user asks about filing taxes
User message: I need to apply for SNAP benefits

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2295.5,4
371,native_in_random,enum,0,I need to apply for SNAP benefits,benefit_claim,benefit_claim|license_renewal|passport_renewal|tax_filing,benefit_claim,"Candidate intents:
benefit_claim: the user wants government benefits
license_renewal: the user wants to renew license
passport_renewal: the user wants to renew passport
tax_filing: the user asks about filing taxes
User message: I need to apply for SNAP benefits

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2272.7,6
371,native_in_random,free,1,I need to apply for SNAP benefits,benefit_claim,passport_renewal|building_permit|benefit_claim|tax_filing,benefit_claim,"Candidate intents:
passport_renewal: the user wants to renew passport
building_permit: the user wants construction permit
benefit_claim: the user wants government benefits
tax_filing: the user asks about filing taxes
User message: I need to apply for SNAP benefits

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2255.9,4
371,native_in_random,enum,1,I need to apply for SNAP benefits,benefit_claim,passport_renewal|building_permit|benefit_claim|tax_filing,benefit_claim,"Candidate intents:
passport_renewal: the user wants to renew passport
building_permit: the user wants construction permit
benefit_claim: the user wants government benefits
tax_filing: the user asks about filing taxes
User message: I need to apply for SNAP benefits

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2309.4,6
371,native_in_nearsyn,free,0,I need to apply for SNAP benefits,benefit_claim,public_records|license_renewal|benefit_claim|passport_renewal,benefit_claim,"Candidate intents:
public_records: the user requests public records
license_renewal: the user wants to renew license
benefit_claim: the user wants government benefits
passport_renewal: the user wants to renew passport
User message: I need to apply for SNAP benefits

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2346.1,4
371,native_in_nearsyn,enum,0,I need to apply for SNAP benefits,benefit_claim,public_records|license_renewal|benefit_claim|passport_renewal,benefit_claim,"Candidate intents:
public_records: the user requests public records
license_renewal: the user wants to renew license
benefit_claim: the user wants government benefits
passport_renewal: the user wants to renew passport
User message: I need to apply for SNAP benefits

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2358.7,6
371,native_out,free,0,I need to apply for SNAP benefits,benefit_claim,voter_registration|court_filing|agency_complaint|building_permit,,"Candidate intents:
voter_registration: the user wants to register to vote
court_filing: the user needs to file court documents
agency_complaint: the user files agency complaint
building_permit: the user wants construction permit
User message: I need to apply for SNAP benefits

Answer with exactly one intent name from the list above.",none_of_the_above,none_of_the_above,False,False,False,2329.4,5
371,custom_in,free,0,I need to apply for SNAP benefits,benefit_claim,govt_benefit|permit_renew|travel_doc_renew|legal_paperwork,govt_benefit,"Candidate intents:
govt_benefit: the user wants government benefits
permit_renew: the user wants to renew license
travel_doc_renew: the user wants to renew passport
legal_paperwork: the user needs to file court documents
User message: I need to apply for SNAP benefits

Answer with exactly one intent name from the list above.",govt_benefit,govt_benefit,True,True,True,2354.8,5
371,custom_in,enum,0,I need to apply for SNAP benefits,benefit_claim,govt_benefit|permit_renew|travel_doc_renew|legal_paperwork,govt_benefit,"Candidate intents:
govt_benefit: the user wants government benefits
permit_renew: the user wants to renew license
travel_doc_renew: the user wants to renew passport
legal_paperwork: the user needs to file court documents
User message: I need to apply for SNAP benefits

Answer with exactly one intent name from the list above.",govt_benefit,govt_benefit,True,True,True,2445.5,6
372,native_in_random,free,0,what documents do I need for my benefit application?,benefit_claim,public_records|tax_filing|passport_renewal|benefit_claim,benefit_claim,"Candidate intents:
public_records: the user requests public records
tax_filing: the user asks about filing taxes
passport_renewal: the user wants to renew passport
benefit_claim: the user wants government benefits
User message: what documents do I need for my benefit application?

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2326.2,4
372,native_in_random,enum,0,what documents do I need for my benefit application?,benefit_claim,public_records|tax_filing|passport_renewal|benefit_claim,benefit_claim,"Candidate intents:
public_records: the user requests public records
tax_filing: the user asks about filing taxes
passport_renewal: the user wants to renew passport
benefit_claim: the user wants government benefits
User message: what documents do I need for my benefit application?

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2363.8,6
372,native_in_random,free,1,what documents do I need for my benefit application?,benefit_claim,passport_renewal|benefit_claim|public_records|agency_complaint,benefit_claim,"Candidate intents:
passport_renewal: the user wants to renew passport
benefit_claim: the user wants government benefits
public_records: the user requests public records
agency_complaint: the user files agency complaint
User message: what documents do I need for my benefit application?

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2334.2,4
372,native_in_random,enum,1,what documents do I need for my benefit application?,benefit_claim,passport_renewal|benefit_claim|public_records|agency_complaint,benefit_claim,"Candidate intents:
passport_renewal: the user wants to renew passport
benefit_claim: the user wants government benefits
public_records: the user requests public records
agency_complaint: the user files agency complaint
User message: what documents do I need for my benefit application?

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2374.0,6
372,native_in_nearsyn,free,0,what documents do I need for my benefit application?,benefit_claim,voter_registration|benefit_claim|passport_renewal|public_records,benefit_claim,"Candidate intents:
voter_registration: the user wants to register to vote
benefit_claim: the user wants government benefits
passport_renewal: the user wants to renew passport
public_records: the user requests public records
User message: what documents do I need for my benefit application?

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2327.3,4
372,native_in_nearsyn,enum,0,what documents do I need for my benefit application?,benefit_claim,voter_registration|benefit_claim|passport_renewal|public_records,benefit_claim,"Candidate intents:
voter_registration: the user wants to register to vote
benefit_claim: the user wants government benefits
passport_renewal: the user wants to renew passport
public_records: the user requests public records
User message: what documents do I need for my benefit application?

Answer with exactly one intent name from the list above.",benefit_claim,benefit_claim,True,True,True,2344.7,6
372,native_out,free,0,what documents do I need for my benefit application?,benefit_claim,license_renewal|permit_application|passport_renewal|court_filing,,"Candidate intents:
license_renewal: the user wants to renew license
permit_application: the user wants to apply for permit
passport_renewal: the user wants to renew passport
court_filing: the user needs to file court documents
User message: what documents do I need for my benefit application?

Answer with exactly one intent name from the list above.",permit_application,permit_application,True,True,False,2305.1,3
372,custom_in,free,0,what documents do I need for my benefit application?,benefit_claim,license_request|govt_benefit|construction_ok|ballot_signup,govt_benefit,"Candidate intents:
license_request: the user wants to apply for permit
govt_benefit: the user wants government benefits
construction_ok: the user wants construction permit
ballot_signup: the user wants to register to vote
User message: what documents do I need for my benefit application?

Answer with exactly one intent name from the list above.",govt_benefit,govt_benefit,True,True,True,2325.0,5
372,custom_in,enum,0,what documents do I need for my benefit application?,benefit_claim,license_request|govt_benefit|construction_ok|ballot_signup,govt_benefit,"Candidate intents:
license_request: the user wants to apply for permit
govt_benefit: the user wants government benefits
construction_ok: the user wants construction permit
ballot_signup: the user wants to register to vote
User message: what documents do I need for my benefit application?

Answer with exactly one intent name from the list above.",govt_benefit,govt_benefit,True,True,True,2369.8,6
373,native_in_random,free,0,I need to file a small claims court case,court_filing,license_renewal|tax_filing|permit_application|court_filing,court_filing,"Candidate intents:
license_renewal: the user wants to renew license
tax_filing: the user asks about filing taxes
permit_application: the user wants to apply for permit
court_filing: the user needs to file court documents
User message: I need to file a small claims court case

Answer with exactly one intent name from the list above.",court_filing,court_filing,True,True,True,2304.6,4
373,native_in_random,enum,0,I need to file a small claims court case,court_filing,license_renewal|tax_filing|permit_application|court_filing,court_filing,"Candidate intents:
license_renewal: the user wants to renew license
tax_filing: the user asks about filing taxes
permit_application: the user wants to apply for permit
court_filing: the user needs to file court documents
User message: I need to file a small claims court case

Answer with exactly one intent name from the list above.",court_filing,court_filing,True,True,True,2410.2,6
373,native_in_random,free,1,I need to file a small claims court case,court_filing,passport_renewal|agency_complaint|court_filing|license_renewal,court_filing,"Candidate intents:
passport_renewal: the user wants to renew passport
agency_complaint: the user files agency complaint
court_filing: the user needs to file court documents
license_renewal: the user wants to renew license
User message: I need to file a small claims court case

Answer with exactly one intent name from the list above.",court_filing,court_filing,True,True,True,2333.0,4
373,native_in_random,enum,1,I need to file a small claims court case,court_filing,passport_renewal|agency_complaint|court_filing|license_renewal,court_filing,"Candidate intents:
passport_renewal: the user wants to renew passport
agency_complaint: the user files agency complaint
court_filing: the user needs to file court documents
license_renewal: the user wants to renew license
User message: I need to file a small claims court case

Answer with exactly one intent name from the list above.",court_filing,court_filing,True,True,True,2367.8,6
373,native_out,free,0,I need to file a small claims court case,court_filing,public_records|passport_renewal|voter_registration|agency_complaint,,"Candidate intents:
public_records: the user requests public records
passport_renewal: the user wants to renew passport
voter_registration: the user wants to register to vote
agency_complaint: the user files agency complaint
User message: I need to file a small claims court case

Answer with exactly one intent name from the list above.",none_of_the_above,none_of_the_above,False,False,False,2363.5,5
373,custom_in,free,0,I need to file a small claims court case,court_filing,legal_paperwork|tax_return|travel_doc_renew|govt_benefit,legal_paperwork,"Candidate intents:
legal_paperwork: the user needs to file court documents
tax_return: the user asks about filing taxes
travel_doc_renew: the user wants to renew passport
govt_benefit: the user wants government benefits
User message: I need to file a small claims court case

Answer with exactly one intent name from the list above.",legal_paperwork,legal_paperwork,True,True,True,2342.6,4
373,custom_in,enum,0,I need to file a small claims court case,court_filing,legal_paperwork|tax_return|travel_doc_renew|govt_benefit,legal_paperwork,"Candidate intents:
legal_paperwork: the user needs to file court documents
tax_return: the user asks about filing taxes
travel_doc_renew: the user wants to renew passport
govt_benefit: the user wants government benefits
User message: I need to file a small claims court case

Answer with exactly one intent name from the list above.",legal_paperwork,legal_paperwork,True,True,True,2377.9,6
374,native_in_random,free,0,how do I file for divorce?,court_filing,building_permit|agency_complaint|court_filing|benefit_claim,court_filing,"Candidate intents:
building_permit: the user wants construction permit
agency_complaint: the user files agency complaint
court_filing: the user needs to file court documents
benefit_claim: the user wants government benefits
User message: how do I file for divorce?

Answer with exactly one intent name from the list above.",none_of_the_above,none_of_the_above,False,False,False,2347.2,5
374,native_in_random,enum,0,how do I file for divorce?,court_filing,building_permit|agency_complaint|court_filing|benefit_claim,court_filing,"Candidate intents:
building_permit: the user wants construction permit
agency_complaint: the user files agency complaint
court_filing: the user needs to file court documents
benefit_claim: the user wants government benefits
User message: how do I file for divorce?

Answer with exactly one intent name from the list above.",agency_complaint,agency_complaint,True,True,False,2405.2,6
374,native_in_random,free,1,how do I file for divorce?,court_filing,court_filing|license_renewal|benefit_claim|agency_complaint,court_filing,"Candidate intents:
court_filing: the user needs to file court documents
license_renewal: the user wants to renew license
benefit_claim: the user wants government benefits
agency_complaint: the user files agency complaint
User message: how do I file for divorce?

Answer with exactly one intent name from the list above.",none_of_the_above,none_of_the_above,False,False,False,2384.4,5
374,native_in_random,enum,1,how do I file for divorce?,court_filing,court_filing|license_renewal|benefit_claim|agency_complaint,court_filing,"Candidate intents:
court_filing: the user needs to file court documents
license_renewal: the user wants to renew license
benefit_claim: the user wants government benefits
agency_complaint: the user files agency complaint
User message: how do I file for divorce?

Answer with exactly one intent name from the list above.",court_filing,court_filing,True,True,True,2390.0,6
374,native_out,free,0,how do I file for divorce?,court_filing,agency_complaint|license_renewal|building_permit|benefit_claim,,"Candidate intents:
agency_complaint: the user files agency complaint
license_renewal: the user wants to renew license
building_permit: the user wants construction permit
benefit_claim: the user wants government benefits
User message: how do I file for divorce?

Answer with exactly one intent name from the list above.",none_of_the_above,none_of_the_above,False,False,False,2341.0,5
374,custom_in,free,0,how do I file for divorce?,court_filing,legal_paperwork|license_request|govt_benefit|ballot_signup,legal_paperwork,"Candidate intents:
legal_paperwork: the user needs to file court documents
license_request: the user wants to apply for permit
govt_benefit: the user wants government benefits
ballot_signup: the user wants to register to vote
User message: how do I file for divorce?

Answer with exactly one intent name from the list above.",legal_paperwork,legal_paperwork,True,True,True,2333.9,4
374,custom_in,enum,0,how do I file for divorce?,court_filing,legal_paperwork|license_request|govt_benefit|ballot_signup,legal_paperwork,"Candidate intents:
legal_paperwork: the user needs to file court documents
license_request: the user wants to apply for permit
govt_benefit: the user wants government benefits
ballot_signup: the user wants to register to vote
User message: how do I file for divorce?

Answer with exactly one intent name from the list above.",legal_paperwork,legal_paperwork,True,True,True,2374.4,6
375,native_in_random,free,0,I need to submit paperwork for my restraining order,court_filing,license_renewal|court_filing|building_permit|permit_application,court_filing,"Candidate intents:
license_renewal: the user wants to renew license
court_filing: the user needs to file court documents
building_permit: the user wants construction permit
permit_application: the user wants to apply for permit
User message: I need to submit paperwork for my restraining order

Answer with exactly one intent name from the list above.",court_filing,court_filing,True,True,True,2333.3,4
375,native_in_random,enum,0,I need to submit paperwork for my restraining order,court_filing,license_renewal|court_filing|building_permit|permit_application,court_filing,"Candidate intents:
license_renewal: the user wants to renew license
court_filing: the user needs to file court documents
building_permit: the user wants construction permit
permit_application: the user wants to apply for permit
User message: I need to submit paperwork for my restraining order

Answer with exactly one intent name from the list above.",court_filing,court_filing,True,True,True,2355.6,6
375,native_in_random,free,1,I need to submit paperwork for my restraining order,court_filing,license_renewal|benefit_claim|tax_filing|court_filing,court_filing,"Candidate intents:
license_renewal: the user wants to renew license
benefit_claim: the user wants government benefits
tax_filing: the user asks about filing taxes
court_filing: the user needs to file court documents
User message: I need to submit paperwork for my restraining order

Answer with exactly one intent name from the list above.",court_filing,court_filing,True,True,True,2315.0,4
375,native_in_random,enum,1,I need to submit paperwork for my restraining order,court_filing,license_renewal|benefit_claim|tax_filing|court_filing,court_filing,"Candidate intents:
license_renewal: the user wants to renew license
benefit_claim: the user wants government benefits
tax_filing: the user asks about filing taxes
court_filing: the user needs to file court documents
User message: I need to submit paperwork for my restraining order

Answer with exactly one intent name from the list above.",court_filing,court_filing,True,True,True,2351.9,6
375,native_out,free,0,I need to submit paperwork for my restraining order,court_filing,agency_complaint|tax_filing|permit_application|benefit_claim,,"Candidate intents:
agency_complaint: the user files agency complaint
tax_filing: the user asks about filing taxes
permit_application: the user wants to apply for permit
benefit_claim: the user wants government benefits
User message: I need to submit paperwork for my restraining order

Answer with exactly one intent name from the list above.",agency_complaint,agency_complaint,True,True,False,2346.9,4
375,custom_in,free,0,I need to submit paperwork for my restraining order,court_filing,tax_return|travel_doc_renew|legal_paperwork|govt_documents,legal_paperwork,"Candidate intents:
tax_return: the user asks about filing taxes
travel_doc_renew: the user wants to renew passport
legal_paperwork: the user needs to file court documents
govt_documents: the user requests public records
User message: I need to submit paperwork for my restraining order

Answer with exactly one intent name from the list above.",legal_paperwork,legal_paperwork,True,True,True,2311.2,4
375,custom_in,enum,0,I need to submit paperwork for my restraining order,court_filing,tax_return|travel_doc_renew|legal_paperwork|govt_documents,legal_paperwork,"Candidate intents:
tax_return: the user asks about filing taxes
travel_doc_renew: the user wants to renew passport
legal_paperwork: the user needs to file court documents
govt_documents: the user requests public records
User message: I need to submit paperwork for my restraining order

Answer with exactly one intent name from the list above.",legal_paperwork,legal_paperwork,True,True,True,2367.5,6
376,native_in_random,free,0,where do I file a probate court document?,court_filing,permit_application|benefit_claim|public_records|court_filing,court_filing,"Candidate intents:
permit_application: the user wants to apply for permit
benefit_claim: the user wants government benefits
public_records: the user requests public records
court_filing: the user needs to file court documents
User message: where do I file a probate court document?

Answer with exactly one intent name from the list above.",court_filing,court_filing,True,True,True,2320.1,4
376,native_in_random,enum,0,where do I file a probate court document?,court_filing,permit_application|benefit_claim|public_records|court_filing,court_filing,"Candidate intents:
permit_application: the user wants to apply for permit
benefit_claim: the user wants government benefits
public_records: the user requests public records
court_filing: the user needs to file court documents
User message: where do I file a probate court document?

Answer with exactly one intent name from the list above.",court_filing,court_filing,True,True,True,2348.8,6
376,native_in_random,free,1,where do I file a probate court document?,court_filing,building_permit|benefit_claim|court_filing|permit_application,court_filing,"Candidate intents:
building_permit: the user wants construction permit
benefit_claim: the user wants government benefits
court_filing: the user needs to file court documents
permit_application: the user wants to apply for permit
User message: where do I file a probate court document?

Answer with exactly one intent name from the list above.",court_filing,court_filing,True,True,True,2323.4,4
376,native_in_random,enum,1,where do I file a probate court document?,court_filing,building_permit|benefit_claim|court_filing|permit_application,court_filing,"Candidate intents:
building_permit: the user wants construction permit
benefit_claim: the user wants government benefits
court_filing: the user needs to file court documents
permit_application: the user wants to apply for permit
User message: where do I file a probate court document?

Answer with exactly one intent name from the list above.",court_filing,court_filing,True,True,True,2333.6,6
376,native_out,free,0,where do I file a probate court document?,court_filing,passport_renewal|license_renewal|tax_filing|public_records,,"Candidate intents:
passport_renewal: the user wants to renew passport
license_renewal: the user wants to renew license
tax_filing: the user asks about filing taxes
public_records: the user requests public records
User message: where do I file a probate court document?

Answer with exactly one intent name from the list above.",none_of_the_above,none_of_the_above,False,False,False,2349.8,5
376,custom_in,free,0,where do I file a probate court document?,court_filing,travel_doc_renew|ballot_signup|legal_paperwork|tax_return,legal_paperwork,"Candidate intents:
travel_doc_renew: the user wants to renew passport
ballot_signup: the user wants to register to vote
legal_paperwork: the user needs to file court documents
tax_return: the user asks about filing taxes
User message: where do I file a probate court document?

Answer with exactly one intent name from the list above.",legal_paperwork,legal_paperwork,True,True,True,2313.8,4
376,custom_in,enum,0,where do I file a probate court document?,court_filing,travel_doc_renew|ballot_signup|legal_paperwork|tax_return,legal_paperwork,"Candidate intents:
travel_doc_renew: the user wants to renew passport
ballot_signup: the user wants to register to vote
legal_paperwork: the user needs to file court documents
tax_return: the user asks about filing taxes
User message: where do I file a probate court document?

Answer with exactly one intent name from the list above.",legal_paperwork,legal_paperwork,True,True,True,2334.4,6
377,native_in_random,free,0,I need a building permit for a deck addition,building_permit,court_filing|agency_complaint|building_permit|passport_renewal,building_permit,"Candidate intents:
court_filing: the user needs to file court documents
agency_complaint: the user files agency complaint
building_permit: the user wants construction permit
passport_renewal: the user wants to renew passport
User message: I need a building permit for a deck addition

Answer with exactly one intent name from the list above.",building_permit,building_permit,True,True,True,2304.3,4
377,native_in_random,enum,0,I need a building permit for a deck addition,building_permit,court_filing|agency_complaint|building_permit|passport_renewal,building_permit,"Candidate intents:
court_filing: the user needs to file court documents
agency_complaint: the user files agency complaint
building_permit: the user wants construction permit
passport_renewal: the user wants to renew passport
User message: I need a building permit for a deck addition

Answer with exactly one intent name from the list above.",building_permit,building_permit,True,True,True,2374.4,6
377,native_in_random,free,1,I need a building permit for a deck addition,building_permit,license_renewal|tax_filing|court_filing|building_permit,building_permit,"Candidate intents:
license_renewal: the user wants to renew license
tax_filing: the user asks about filing taxes
court_filing: the user needs to file court documents
building_permit: the user wants construction permit
User message: I need a building permit for a deck addition

Answer with exactly one intent name from the list above.",building_permit,building_permit,True,True,True,2327.1,4
